frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,120.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,815,803,40.696222345424914,40.097014163651785,,,,,,,,,,,,,
1,120.8,13,742,873,37.05103923963839,43.592395223995034,,,,,,,,,,,,,,,,,,,,,,,89,815,800,40.696222345424914,39.947212118208505,,,,,,,,,,,,,
2,245.6,12,707,865,35.30334870946677,43.19292310281295,,,,,,,,,,,,,,,,,,,,,,,89,815,800,40.696222345424914,39.947212118208505,,,,,,,,,,,,,
3,245.6,19,268,768,13.38231605959985,38.34932363348017,,,,,,,,,,,,,,21,724,868,36.152226966978695,43.34272514825623,,,,,19,345,867,17.227235225977417,43.292791133108466,-40.81948705546859,5.558398237340405,2359.507922281422,-321.2946958000235,,,,,,,,,
4,258.1,20,268,768,13.38231605959985,38.34932363348017,-44.309406797602115,-9.815374923519455,1865.6592335832468,413.2789441481876,,,,,,,,,,21,724,868,36.152226966978695,43.34272514825623,,,,,19,345,866,17.227235225977417,43.24285711796071,-43.935487752896606,6.1696642376408075,1849.915273806173,-259.7753363217182,,,,,,,,,
5,270.6,20,268,768,13.38231605959985,38.34932363348017,-511.49076183022714,-113.01732095109801,29228.043533155836,6458.132625777029,,,,,,,,,,21,724,868,36.152226966978695,43.34272514825623,,,,,19,345,867,17.227235225977417,43.292791133108466,-547.609699453774,77.46905778638283,31291.982825929943,-4508.328224769231,,,,,,,,,
6,280.2,20,268,768,13.38231605959985,38.34932363348017,0.0,0.0,0.0,0.0,,,,,,,,,,21,724,868,36.152226966978695,43.34272514825623,0.0,0.0,0.0,0.0,19,345,867,17.227235225977417,43.292791133108466,0.0,0.0,0.0,0.0,,,,,,,,,
7,305.6,20,268,768,13.38231605959985,38.34932363348017,0.0,0.0,0.0,0.0,,,,,,,,,,21,724,868,36.152226966978695,43.34272514825623,0.0,0.0,0.0,0.0,19,345,866,17.227235225977417,43.24285711796071,0.0,0.2964298575654363,0.0,12.48125716064995,,,,,,,,,
8,305.6,20,268,768,13.38231605959985,38.34932363348017,0.0,0.0,0.0,0.0,,,,,,,,,,21,724,869,36.152226966978695,43.39265916340399,0.0,1.0705234142132904,0.0,-20.352156163750774,19,345,866,17.227235225977417,43.24285711796071,0.0,-0.9520282084118493,0.0,27.123310780964378,,,,,,,,,
9,339.0,20,268,768,13.38231605959985,38.34932363348017,-0.15789080762944563,0.0,-5.370435633654612,0.0,,,,,,,,,,21,724,868,36.152226966978695,43.34272514825623,0.0,0.0,0.0,0.0,19,345,867,17.227235225977417,43.292791133108466,0.0,0.0,0.0,0.0,,,,,,,,,
