frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,129.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,139,413,6.940828105538728,20.62274825602514,,,,,,,,,,,,,
1,129.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,759,952,37.89991749715032,47.537182420668124,,,,,,,,,,,,,
2,251.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,776,961,38.748795754662254,47.986588556997965,,,,,,,,,,,,,
3,274.9,13,849,568,42.393978860448776,28.36252060392804,,,,,,,,,,,,,,,,,,,,,,,49,778,950,38.84866378495777,47.4373143903726,-136.67506207969532,-418.77650848147704,-4893.098306540049,-8289.609061622077,,,,,,,,,
4,296.7,22,840,564,41.944572724118935,28.162784543336997,,,,,,,,,,,,,,,,,,,,,,,30,780,940,38.94853181525329,46.937974238894995,-237.6943237997641,-566.5431866057729,-2916.4637395091845,-6729.9647070270585,,,,,,,,,
5,308.6,,,,,,,,,,20,323,890,16.128686892726684,44.44127348150696,,,,,19,840,564,41.944572724118935,28.162784543336997,,,,,16,530,349,26.465028028313135,17.42697128656846,-91.40419852615386,-228.06021126161457,4251.358070983901,10553.439771878495,21,780,897,38.94853181525329,44.790811587541285,,,,
6,323.4,,,,,,,,,,20,323,890,16.128686892726684,44.44127348150696,,,,,20,839,565,41.89463870897117,28.212718558484756,,,,,16,530,348,26.465028028313135,17.3770372714207,-115.35990304780867,-281.66367761892946,5772.07393672094,13943.746416778673,21,780,897,38.94853181525329,44.790811587541285,,,,
7,338.5,,,,,,,,,,20,323,890,16.128686892726684,44.44127348150696,,,,,19,838,565,41.84470469382341,28.212718558484756,,,,,16,530,348,26.465028028313135,17.3770372714207,-141.8204789336448,-335.830894114871,7503.729044108189,17768.830376448193,21,780,897,38.94853181525329,44.790811587541285,,,,
8,351.6,,,,,,,,,,20,323,889,16.128686892726684,44.3913394663592,0.0,-0.21013206817441588,0.0,44.23833014198231,19,837,566,41.79477067867565,28.26265257363252,-1.058651034012909,1.2767737953281089,112.79616114735802,-48.639001726785104,17,530,348,26.465028028313135,17.3770372714207,0.0,-0.6383868976640317,0.0,24.31950086339169,21,780,897,38.94853181525329,44.790811587541285,0.0,0.0,0.0,0.0
9,363.8,,,,,,,,,,20,323,889,16.128686892726684,44.3913394663592,0.0,-0.6118152846074855,0.0,30.899761848862926,20,839,566,41.89463870897117,28.26265257363252,-0.41888168853189517,0.821256128873433,-20.7367172540542,-20.531403221835827,16,531,348,26.514962043460894,17.3770372714207,0.6118152846074418,0.0,-30.899761848860727,0.0,21,780,897,38.94853181525329,44.790811587541285,0.0,0.0,0.0,0.0
10,376.3,,,,,,,,,,20,323,890,16.128686892726684,44.44127348150696,0.0,0.0,0.0,0.0,19,839,565,41.89463870897117,28.212718558484756,0.8394819198230418,0.1286332055014243,-25.477448249561213,6.805989709070066,16,530,348,26.465028028313135,17.3770372714207,0.0,0.0,0.0,0.0,21,780,897,38.94853181525329,44.790811587541285,0.0,0.0,0.0,0.0
11,404.1,,,,,,,,,,20,323,890,16.128686892726684,44.44127348150696,0.0,0.6479424638828409,0.0,-11.549776539801092,20,839,566,41.89463870897117,28.26265257363252,1.1540218636488069,0.0,-28.50386028405457,0.0,16,530,348,26.465028028313135,17.3770372714207,0.0,0.0,0.0,0.0,21,780,897,38.94853181525329,44.790811587541285,0.0,0.0,0.0,0.0
12,443.8,,,,,,,,,,20,323,890,16.128686892726684,44.44127348150696,0.0,0.1631039506788642,0.0,-11.52678096670418,19,837,566,41.79477067867565,28.26265257363252,-0.3262079013577284,-0.3917758799092094,23.05356193340836,-9.794396997730235,16,530,348,26.465028028313135,17.3770372714207,-0.3589918906334503,0.0,6.629582467838417,0.0,21,780,897,38.94853181525329,44.790811587541285,0.0,0.0,0.0,0.0
