frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,140.8,15,725,856,36.20216098212646,42.7435169664831,,,,,,,,,,,,,,,,,,,,,,,76,602,710,30.060277118951902,35.45315075491005,,,,,,,,,,,,,
1,140.8,11,702,850,35.05367863372796,42.44391287559654,,,,,,,,,,,,,,,,,,,,,,,53,564,795,28.162784543336997,39.697542042469706,,,,,,,,,,,,,
2,251.4,15,726,855,36.25209499727422,42.693582951335344,,,,,,,,,,,,,,,,,,,,,,,59,767,943,38.299389618332405,47.087776284338275,,,,,,,,,,,,,
3,292.2,19,271,732,13.532118105043132,36.55169908816078,-24.8322649067913,-6.782380723440796,1649.9843791887893,450.6565264744711,20,301,894,15.030138559475951,44.641009542098004,,,,,21,715,858,35.702820830648854,42.843384996778624,,,,,18,337,837,16.827763104795334,41.79477067867565,-14.494603965417829,6.946470579653071,963.0966089978617,-461.55950695369205,19,763,903,38.09965355774136,45.09041567842785,,,,
4,292.2,20,271,732,13.532118105043132,36.55169908816078,-30.870289644283925,-8.451726631149665,1470.013792584949,402.46317291188876,20,301,894,15.030138559475951,44.641009542098004,,,,,20,715,857,35.702820830648854,42.79345098163086,,,,,18,337,838,16.827763104795334,41.84470469382341,-16.258830044669264,2.1491517192042755,774.2300021271077,-158.9550877033357,20,763,903,38.09965355774136,45.09041567842785,,,,
5,322.3,20,271,732,13.532118105043132,36.55169908816078,-84.76660639903854,-22.914928762817027,6648.361286199101,1797.2493147307478,20,301,894,15.030138559475951,44.641009542098004,,,,,21,715,857,35.702820830648854,42.79345098163086,,,,,18,337,838,16.827763104795334,41.84470469382341,-80.10910055293752,-21.001733517083867,6283.066710034315,1493.610732911576,19,763,903,38.09965355774136,45.09041567842785,,,,
6,322.3,20,271,732,13.532118105043132,36.55169908816078,0.0,0.0,0.0,0.0,20,301,894,15.030138559475951,44.641009542098004,0.0,0.0,0.0,0.0,21,715,857,35.702820830648854,42.79345098163086,-0.6567623861481023,-0.8930782522911677,-43.638696754026704,50.88764970320048,19,337,837,16.827763104795334,41.79477067867565,0.0,0.0,0.0,0.0,20,763,903,38.09965355774136,45.09041567842785,0.0,-0.6567623861481023,0.0,-43.638696754026704
7,334.2,20,271,732,13.532118105043132,36.55169908816078,0.0,0.0,0.0,0.0,20,301,894,15.030138559475951,44.641009542098004,0.0,0.0,0.0,0.0,21,714,858,35.65288681550109,42.843384996778624,-0.585837306771541,-0.034967797722522516,28.717515037820633,-58.27966287087128,18,337,837,16.827763104795334,41.79477067867565,0.0,0.034967797722522516,0.0,58.27966287087128,19,763,903,38.09965355774136,45.09041567842785,0.0,-0.6208051044940636,0.0,-29.562147833050645
8,347.8,20,271,732,13.532118105043132,36.55169908816078,0.0,0.0,0.0,0.0,20,301,894,15.030138559475951,44.641009542098004,0.0,0.0,0.0,0.0,21,714,858,35.65288681550109,42.843384996778624,-1.1668493642558468,1.3946073367077478,62.06645554552384,-44.20308515713943,18,337,837,16.827763104795334,41.79477067867565,0.0,-1.1668493642558468,0.0,62.06645554552384,19,763,903,38.09965355774136,45.09041567842785,0.0,0.0,0.0,0.0
9,357.4,20,271,732,13.532118105043132,36.55169908816078,0.0,0.0,0.0,0.0,20,301,894,15.030138559475951,44.641009542098004,0.0,0.0,0.0,0.0,20,714,857,35.65288681550109,42.79345098163086,-0.8653222379785633,0.1568661154347633,31.754944512974767,8.938240195713016,18,337,837,16.827763104795334,41.79477067867565,0.0,0.0,0.0,0.0,20,763,902,38.09965355774136,45.04048166328009,0.0,-0.8653222379785633,0.0,31.754944512974767
