frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,145.3,13,719,862,35.9025568912399,43.04312105736967,,,,,,,,,,,,,,,,,,,,,,,72,760,950,37.94985151229808,47.4373143903726,,,,,,,,,,,,,
1,145.3,21,718,871,35.852622876092134,43.49252719369951,,,,,,,,,,,,,,,,,,,,,,,85,601,814,30.01034310380414,40.64628833027715,,,,,,,,,,,,,
2,250.8,21,717,872,35.80268886094437,43.54246120884727,,,,,,,,,,,,,,,,,,,,,,,66,193,991,9.637264923517803,49.484609011430784,,,,,,,,,,,,,
3,274.5,19,280,766,13.981524241372977,38.24945560318464,-47.27194318809213,-10.337372542270723,1894.66706164698,414.32354878840596,,,,,,,,,,20,720,874,35.95249090638765,43.64232923914279,,,,,18,343,865,17.127367195681895,43.19292310281295,-44.18108553557281,-8.431005493553238,1810.8924730204674,378.02353346056395,,,,,,,,,
4,288.5,20,279,766,13.931590226225216,38.24945560318464,-36.45996258563889,-8.916472638194206,1628.7691948990575,386.8317847372756,,,,,,,,,,20,720,874,35.95249090638765,43.64232923914279,,,,,18,344,866,17.177301210829658,43.24285711796071,-21.8241282668182,4.415776925581904,946.816844547427,-191.5738362508417,,,,,,,,,
5,305.6,20,280,766,13.981524241372977,38.24945560318464,-168.97698665183503,-40.81313499170684,8365.67328510498,2035.5678300103177,,,,,,,,,,20,720,873,35.95249090638765,43.592395223995034,,,,,18,344,865,17.177301210829658,43.19292310281295,58.13946588441255,-47.794664294683244,-2899.7239842599797,2445.880378063025,,,,,,,,,
6,324.4,20,280,766,13.981524241372977,38.24945560318464,0.0,0.9031459251712062,0.0,36.19823347379585,,,,,,,,,,20,720,873,35.95249090638765,43.592395223995034,0.0,0.5033549345483203,0.0,60.28202808961944,18,344,866,17.177301210829658,43.24285711796071,-0.5033549345483918,0.3997909906228144,-60.28202808962801,-24.083794615832158,,,,,,,,,
7,334.6,20,280,766,13.981524241372977,38.24945560318464,0.49501641275894676,0.0,-25.516309936028215,0.0,,,,,,,,,,20,720,874,35.95249090638765,43.64232923914279,0.0,-0.698808209267279,0.0,-30.317058970380856,18,344,866,17.177301210829658,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
8,345.7,20,279,766,13.931590226225216,38.24945560318464,-0.4143884477471953,0.0,41.43884477471942,0.0,,,,,,,,,,20,720,874,35.95249090638765,43.64232923914279,0.0,0.41438844774715106,0.0,-41.438844774714994,18,344,866,17.177301210829658,43.24285711796071,0.0,0.7468938209318351,0.0,-24.855035638330605,,,,,,,,,
9,357.6,20,280,767,13.981524241372977,38.299389618332405,0.0,0.9359590678696367,0.0,-34.221538130516926,,,,,,,,,,20,720,874,35.95249090638765,43.64232923914279,0.0,0.9359590678695033,0.0,-34.22153813051206,18,343,866,17.127367195681895,43.24285711796071,-1.0916995641082043,0.0,24.839580525783948,0.0,,,,,,,,,
10,373.4,20,280,766,13.981524241372977,38.24945560318464,0.0,0.0,0.0,0.0,,,,,,,,,,20,720,873,35.95249090638765,43.592395223995034,0.0,-0.8263132570956614,0.0,23.74463382458794,18,344,866,17.177301210829658,43.24285711796071,-0.12142024981281478,0.0,-6.2587757635471615,0.0,,,,,,,,,
11,405.8,20,280,766,13.981524241372977,38.24945560318464,0.5337993722497164,0.0,-9.885173560179938,0.0,,,,,,,,,,20,720,873,35.95249090638765,43.592395223995034,0.0,-0.5337993722496593,0.0,9.885173560178883,18,344,866,17.177301210829658,43.24285711796071,0.0,-0.16530252662549472,0.0,-5.500916027470703,,,,,,,,,
12,445.5,20,280,766,13.981524241372977,38.24945560318464,0.0,-0.31370150062953367,0.0,5.787850565120548,,,,,,,,,,20,720,873,35.95249090638765,43.592395223995034,0.0,-0.31370150062948904,0.0,5.787850565119725,18,343,866,17.127367195681895,43.24285711796071,0.20626986386002324,-0.20626986386002324,4.693284729465832,-4.693284729465832,,,,,,,,,
13,481.8,20,280,766,13.981524241372977,38.24945560318464,0.0,-0.23192512895998615,0.0,-4.279061419925942,,,,,,,,,,20,720,874,35.95249090638765,43.64232923914279,0.0,-0.002134596367919446,0.0,-8.538385471677579,18,343,866,17.127367195681895,43.24285711796071,0.002134596367919746,-0.4638502579199723,8.538385471678794,-8.558122839851883,,,,,,,,,
14,513.8,20,280,766,13.981524241372977,38.24945560318464,-0.2203488824359545,-0.22034888243596232,-4.080534859925086,-4.080534859925231,,,,,,,,,,20,720,873,35.95249090638765,43.592395223995034,0.0,0.0,0.0,0.0,18,344,865,17.177301210829658,43.19292310281295,0.0,-0.4552110561040432,0.0,0.13223955564572704,,,,,,,,,
15,553.9,20,280,766,13.981524241372977,38.24945560318464,0.0,-0.46904987138390686,0.0,-8.65405666759976,,,,,,,,,,21,720,873,35.95249090638765,43.592395223995034,0.0,0.0,0.0,0.0,18,344,865,17.177301210829658,43.19292310281295,-0.00559140676989888,-0.6979834003060115,-8.602164261383214,-4.378920740017347,,,,,,,,,
16,589.7,20,280,765,13.981524241372977,38.19952158803688,-0.232034986659991,-0.4632105852186373,-4.300926536793159,-0.00797206030855493,,,,,,,,,,20,720,873,35.95249090638765,43.592395223995034,0.0,-0.4632105852186374,0.0,-0.007972060309777672,18,344,864,17.177301210829658,43.142989087665185,-0.0008593881013281481,-0.4623511971173422,-8.593881013277457,8.58590895296829,,,,,,,,,
