frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,152.1,50,444,40,22.17070272560572,1.9973606059104252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,152.1,50,442,41,22.0708346953102,2.0472946210581857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,283.1,50,441,41,22.020900680162438,2.0472946210581857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,307.0,13,244,1,12.183899696053594,0.049934015147760635,-17.431588486160884,-3.3991597548013717,607.3724211205885,118.43762211851472,20,335,892,16.727895074499813,44.541141511802486,,,,,21,857,542,42.79345098163086,27.064236210086264,,,,,18,552,319,27.563576361563868,15.928950832135643,,,,,21,793,890,39.59767401217418,44.44127348150696,,,,
4,338.5,14,244,1,12.183899696053594,0.049934015147760635,-8.92308981926691,-1.8026444079327084,473.3734652130987,95.63100307335326,20,335,892,16.727895074499813,44.541141511802486,,,,,20,857,543,42.79345098163086,27.114170225234023,,,,,18,552,319,27.563576361563868,15.928950832135643,,,,,21,793,890,39.59767401217418,44.44127348150696,,,,
5,349.4,13,244,1,12.183899696053594,0.049934015147760635,-56.35586763302315,-11.283078069188653,2775.7221096298504,568.4170311933823,20,335,892,16.727895074499813,44.541141511802486,,,,,21,857,543,42.79345098163086,27.114170225234023,,,,,18,552,319,27.563576361563868,15.928950832135643,,,,,21,793,890,39.59767401217418,44.44127348150696,,,,
6,364.4,14,244,1,12.183899696053594,0.049934015147760635,-1.5929774518037578,0.0,-55.504440829399236,0.0,20,335,892,16.727895074499813,44.541141511802486,0.0,0.0,0.0,0.0,21,857,542,42.79345098163086,27.064236210086264,0.0,0.0,0.0,0.0,18,552,319,27.563576361563868,15.928950832135643,0.0,0.0,0.0,0.0,21,793,890,39.59767401217418,44.44127348150696,0.0,0.0,0.0,0.0
7,376.2,14,244,1,12.183899696053594,0.049934015147760635,-0.700808715311808,0.0,-37.1781811836503,0.0,20,335,892,16.727895074499813,44.541141511802486,0.0,0.0,0.0,0.0,20,857,543,42.79345098163086,27.114170225234023,0.0,0.0,0.0,0.0,18,552,319,27.563576361563868,15.928950832135643,0.0,0.0,0.0,0.0,21,793,890,39.59767401217418,44.44127348150696,0.0,0.0,0.0,0.0
8,389.1,13,243,1,12.133965680905833,0.049934015147760635,-0.5866276392931172,0.0,33.81139131372434,0.0,20,335,892,16.727895074499813,44.541141511802486,0.0,0.0,0.0,0.0,21,857,542,42.79345098163086,27.064236210086264,0.0,-0.5866276392930964,0.0,33.81139131372314,18,552,319,27.563576361563868,15.928950832135643,0.0,0.0,0.0,0.0,21,793,890,39.59767401217418,44.44127348150696,0.0,0.0,0.0,0.0
9,402.2,13,242,1,12.084031665758072,0.049934015147760635,-1.1157518808879971,0.0,80.75447103658233,0.0,20,335,892,16.727895074499813,44.541141511802486,0.0,0.0,0.0,0.0,21,857,542,42.79345098163086,27.064236210086264,0.0,0.0,0.0,0.0,18,552,319,27.563576361563868,15.928950832135643,0.0,0.0,0.0,0.0,21,793,890,39.59767401217418,44.44127348150696,0.0,0.0,0.0,0.0
