frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,151.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,818,795,40.846024390868195,39.697542042469706,,,,,,,,,,,,,
1,151.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,836,27,41.74483666352789,1.348218408989537,,,,,,,,,,,,,
2,271.9,11,706,860,35.253414694319005,42.94325302707414,,,,,,,,,,,,,,,,,,,,,,,92,805,792,40.19688219394731,39.54773999702642,,,,,,,,,,,,,
3,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,341,1000,17.027499165386377,49.93401514776063,-46.87866124667368,-60.59628764592674,1624.5016060410494,-1813.4000370506392,,,,,,,,,
4,317.2,12,742,864,37.05103923963839,43.142989087665185,,,,,,,,,,,,,,,,,,,,,,,21,341,984,17.027499165386377,49.13507090539646,-25.238564117958646,-70.4050354649448,1489.892281503874,-4316.5980827106805,,,,,,,,,
5,341.9,19,296,752,14.780468483737147,37.550379391115996,-91.16342110906666,-24.01377921897365,5751.635401202935,1515.0649349510163,16,311,903,15.529478710953557,45.09041567842785,,,,,21,723,862,36.10229295183094,43.04312105736967,,,,,19,345,856,17.227235225977417,42.7435169664831,-102.28091148822114,14.230387685317721,6453.054352569147,-897.8162577487508,12,773,905,38.598993709218966,45.19028370872337,,,,
6,357.7,20,295,752,14.730534468589386,37.550379391115996,,,,,16,311,903,15.529478710953557,45.09041567842785,,,,,21,723,862,36.10229295183094,43.04312105736967,,,,,20,345,856,17.227235225977417,42.7435169664831,0.9361066108558382,-35.11396431253603,-74.59016819568427,2639.407276382591,13,775,905,38.69886173951449,45.19028370872337,,,,
7,357.7,20,295,752,14.730534468589386,37.550379391115996,-257.4601546022082,-64.69530027115324,14501.897283535525,3624.3865698125082,16,311,904,15.529478710953557,45.140349693575615,,,,,21,724,861,36.152226966978695,42.993187042221905,,,,,19,345,856,17.227235225977417,42.7435169664831,2.3105464382554377,-74.6808958970161,-129.44237749330188,4105.444481126913,13,773,904,38.598993709218966,45.140349693575615,,,,
8,373.6,20,296,752,14.780468483737147,37.550379391115996,-0.5270247446908313,0.0,-33.25077253569908,0.0,16,311,903,15.529478710953557,45.09041567842785,0.0,0.5270247446908499,0.0,33.250772535700264,21,723,861,36.10229295183094,42.993187042221905,0.0,-0.3632148662397326,0.0,76.46628762941788,19,345,856,17.227235225977417,42.7435169664831,0.0,0.0,0.0,0.0,13,774,904,38.64892772436673,45.140349693575615,0.8902396109305826,-0.8902396109304559,-43.21551509371761,43.21551509371147
9,382.8,20,295,752,14.730534468589386,37.550379391115996,0.2333790988803101,0.0,18.595944133889237,0.0,16,311,903,15.529478710953557,45.09041567842785,0.0,0.0,0.0,0.0,21,724,862,36.152226966978695,43.04312105736967,1.1814092213170757,-0.2333790988803184,-64.38197391373711,-18.595944133889898,19,345,855,17.227235225977417,42.693582951335344,0.2333790988803184,-1.1814092213170757,18.595944133889898,64.38197391373711,13,774,904,38.64892772436673,45.140349693575615,-1.6481674190778808,-1.1814092213170757,27.190085645966473,64.38197391373711
