frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,136.3,13,872,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,136.3,12,871,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,259.0,15,873,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,282.0,,,,,,,,,,20,337,893,16.827763104795334,44.59107552695024,,,,,21,888,511,44.34140545121144,25.516281740505683,,,,,19,599,263,29.910475073508618,13.132645983861046,,,,,21,796,890,39.74747605761746,44.44127348150696,,,,
4,308.2,,,,,,,,,,20,337,893,16.827763104795334,44.59107552695024,,,,,21,887,511,44.29147143606368,25.516281740505683,,,,,19,599,264,29.910475073508618,13.182579999008807,,,,,21,796,890,39.74747605761746,44.44127348150696,,,,
5,321.1,,,,,,,,,,20,337,893,16.827763104795334,44.59107552695024,,,,,21,887,511,44.29147143606368,25.516281740505683,,,,,19,599,264,29.910475073508618,13.182579999008807,,,,,21,796,890,39.74747605761746,44.44127348150696,,,,
6,331.3,,,,,,,,,,20,337,893,16.827763104795334,44.59107552695024,0.0,0.0,0.0,0.0,21,887,511,44.29147143606368,25.516281740505683,-0.405390577170752,0.9102814496426888,24.643804083328405,36.928253535200355,19,599,264,29.910475073508618,13.182579999008807,0.0,0.40539057717073756,0.0,-24.64380408332753,21,796,890,39.74747605761746,44.44127348150696,0.0,0.0,0.0,0.0
7,343.5,,,,,,,,,,20,337,893,16.827763104795334,44.59107552695024,0.0,0.0,0.0,0.0,21,887,512,44.29147143606368,25.566215755653445,0.0,-0.02861829291738311,0.0,-81.76655119252399,19,599,263,29.910475073508618,13.132645983861046,0.0,0.028618292917382156,0.0,81.76655119252109,21,796,890,39.74747605761746,44.44127348150696,0.0,0.0,0.0,0.0
8,353.9,,,,,,,,,,20,337,893,16.827763104795334,44.59107552695024,0.0,0.0,0.0,0.0,21,887,512,44.29147143606368,25.566215755653445,0.29254379610020487,0.6929098204403503,17.838036347573492,-50.5773591562298,19,599,264,29.910475073508618,13.182579999008807,0.0,0.0,0.0,0.0,21,796,890,39.74747605761746,44.44127348150696,0.0,0.0,0.0,0.0
9,364.2,,,,,,,,,,20,337,893,16.827763104795334,44.59107552695024,0.0,0.0,0.0,0.0,21,887,512,44.29147143606368,25.566215755653445,0.0,1.098137647626461,0.0,-25.508423870533353,19,599,264,29.910475073508618,13.182579999008807,0.0,0.0,0.0,0.0,21,796,890,39.74747605761746,44.44127348150696,0.0,0.0,0.0,0.0
