frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,139.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,671,876,33.50572416414738,43.742197269438314,,,,,,,,,,,,,
1,139.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,756,970,37.75011545170704,48.435994693327814,,,,,,,,,,,,,
2,258.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,835,71,41.69490264838013,3.545315075491005,,,,,,,,,,,,,
3,280.8,20,356,765,17.776509392602787,38.19952158803688,,,,,,,,,,,,,,21,720,868,35.95249090638765,43.34272514825623,,,,,19,342,866,17.077433180534136,43.24285711796071,-30.986790426180665,-0.941847733318557,1215.1682520070851,36.93520522817871,,,,,,,,,
4,300.1,20,356,765,17.776509392602787,38.19952158803688,,,,,,,,,,,,,,22,719,868,35.9025568912399,43.34272514825623,,,,,20,342,866,17.077433180534136,43.24285711796071,-27.207087237203478,-6.834630610311982,1271.3592166917526,319.37526216411163,,,,,,,,,
5,317.9,20,355,765,17.726575377455024,38.19952158803688,,,,,,,,,,,,,,22,719,868,35.9025568912399,43.34272514825623,,,,,20,342,866,17.077433180534136,43.24285711796071,-151.98542105446614,245.08805220750628,8684.88120311235,-14005.031554714642,,,,,,,,,
6,331.8,20,356,765,17.776509392602787,38.19952158803688,0.0,1.0107939750642552,0.0,39.63897941428452,,,,,,,,,,22,720,868,35.95249090638765,43.34272514825623,0.0,0.0,0.0,0.0,20,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
7,342.9,20,356,766,17.776509392602787,38.24945560318464,0.0,-0.4389127454614436,0.0,-75.02781973699932,,,,,,,,,,21,720,867,35.95249090638765,43.292791133108466,0.49098550424771936,0.4389127454614436,-31.574630498245597,75.02781973699932,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
8,352.9,20,356,765,17.776509392602787,38.19952158803688,0.885689233235348,0.3304518670946828,-30.91410936249033,18.882963833981876,,,,,,,,,,22,719,868,35.9025568912399,43.34272514825623,0.3304518670946358,0.0,18.882963833979186,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
9,362.6,20,356,766,17.776509392602787,38.24945560318464,0.0,1.0232221005860034,0.0,-38.83195827650867,,,,,,,,,,22,720,868,35.95249090638765,43.34272514825623,-0.1611441334182938,0.16114413341831674,-10.46390476742167,10.463904767423161,20,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
10,374.0,20,356,765,17.776509392602787,38.19952158803688,0.0,-1.255426933200939,0.0,22.518868756967514,,,,,,,,,,21,720,868,35.95249090638765,43.34272514825623,0.0,1.255426933200939,0.0,-22.518868756967514,20,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
11,410.2,20,356,766,17.776509392602787,38.24945560318464,0.0,0.5708225609035706,0.0,-10.493061781315637,,,,,,,,,,21,720,868,35.95249090638765,43.34272514825623,0.4124964358300936,0.0,-16.019279061362862,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
12,446.1,20,356,765,17.776509392602787,38.19952158803688,0.0,-0.33739621201062153,0.0,6.242298094553588,,,,,,,,,,22,719,869,35.9025568912399,43.39265916340399,-0.3373962120105735,0.1360878730200977,6.242298094552699,-11.064054717081104,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
13,485.5,20,356,765,17.776509392602787,38.19952158803688,-0.24319753156902713,0.24319753156902713,-4.362287561776271,4.362287561776271,,,,,,,,,,21,720,868,35.95249090638765,43.34272514825623,-0.24319753156899251,0.0,-4.36228756177565,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
14,519.0,20,356,766,17.776509392602787,38.24945560318464,0.0,0.0,0.0,0.0,,,,,,,,,,22,719,868,35.9025568912399,43.34272514825623,-0.22756209882558356,0.23528279248164027,4.253497174309973,4.325051332383093,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
15,554.2,20,356,765,17.776509392602787,38.19952158803688,0.0,0.0,0.0,0.0,,,,,,,,,,21,719,868,35.9025568912399,43.34272514825623,0.0,-0.23085526478166907,0.0,4.275097495956835,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
16,591.0,21,355,766,17.726575377455024,38.24945560318464,-0.013086862685328805,0.013086862685328805,8.72457512355254,-8.72457512355254,,,,,,,,,,21,719,868,35.9025568912399,43.34272514825623,-0.013086862685326947,0.0,8.724575123551299,0.0,20,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
17,626.0,20,356,766,17.776509392602787,38.24945560318464,0.0,-0.2294619809801906,0.0,-4.289008990283937,,,,,,,,,,22,719,869,35.9025568912399,43.39265916340399,0.0,0.005175671409583958,0.0,-8.626119015972929,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
18,662.2,20,356,765,17.776509392602787,38.19952158803688,0.0,0.0,0.0,0.0,,,,,,,,,,21,719,868,35.9025568912399,43.34272514825623,0.0,0.22957923546826245,0.0,4.251467323486342,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
19,699.5,20,356,765,17.776509392602787,38.19952158803688,0.027517566989558286,-0.027517566989558286,-7.976106373785036,7.976106373785036,,,,,,,,,,21,720,868,35.95249090638765,43.34272514825623,0.027517566989554383,0.0,-7.9761063737839,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
20,734.2,20,356,765,17.776509392602787,38.19952158803688,0.0,-0.007551775102165201,0.0,8.390861224628214,,,,,,,,,,21,719,868,35.9025568912399,43.34272514825623,0.22510042658891496,-0.2326522016911122,4.160821193880127,4.230040030747495,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
21,770.7,20,356,765,17.776509392602787,38.19952158803688,0.0,0.0,0.0,0.0,,,,,,,,,,22,719,869,35.9025568912399,43.39265916340399,0.0,0.011980627284788497,0.0,-8.262501575716277,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
22,814.9,20,355,766,17.726575377455024,38.24945560318464,0.05256362618778404,0.20396343569876116,8.410180190045448,-3.964303900850558,,,,,,,,,,21,719,868,35.9025568912399,43.34272514825623,0.05256362618777655,0.0,8.410180190044253,0.0,20,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
23,844.2,20,356,766,17.776509392602787,38.24945560318464,0.0,0.2266628651346691,0.0,-4.132413220322137,,,,,,,,,,21,720,868,35.95249090638765,43.34272514825623,-0.0012414191219300079,0.0,-8.276127479531855,0.0,20,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
24,882.1,20,356,765,17.776509392602787,38.19952158803688,0.0,0.23250489082953216,0.0,4.174235023869519,,,,,,,,,,21,719,868,35.9025568912399,43.34272514825623,0.0,0.011133853894232375,0.0,8.247299180912755,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
25,917.8,20,356,766,17.776509392602787,38.24945560318464,0.24917276269724167,0.0,-4.588816992582714,0.0,,,,,,,,,,21,720,868,35.95249090638765,43.34272514825623,0.02546983575233633,0.0,-8.93678447450373,0.0,20,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
26,953.9,20,356,766,17.776509392602787,38.24945560318464,0.0,-0.2333043200109353,0.0,-4.253497174310581,,,,,,,,,,21,719,868,35.9025568912399,43.34272514825623,-0.22571083882022888,0.0,4.183704148660406,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
27,990.8,20,356,766,17.776509392602787,38.24945560318464,-0.23386594447539968,0.22830554472037343,-4.302961259896961,-4.251499901682928,,,,,,,,,,21,719,869,35.9025568912399,43.39265916340399,0.0,-0.005560399755026273,0.0,-8.554461161579889,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
28,1026.4,20,356,766,17.776509392602787,38.24945560318464,0.0,0.0,0.0,0.0,,,,,,,,,,21,719,868,35.9025568912399,43.34272514825623,0.004273211535439834,0.0,8.546423070877644,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
29,1061.8,20,356,765,17.776509392602787,38.19952158803688,0.0,-0.001283125210439242,0.0,8.554168069593176,,,,,,,,,,22,719,868,35.9025568912399,43.34272514825623,0.0,0.0,0.0,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
30,1098.2,20,355,766,17.726575377455024,38.24945560318464,-0.2332225968568666,0.0,4.314941662476722,0.0,,,,,,,,,,22,719,868,35.9025568912399,43.34272514825623,0.2302119171631038,-0.2332225968568666,4.287000319610867,4.314941662476722,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
31,1134.0,20,356,766,17.776509392602787,38.24945560318464,0.0,-0.23138984767948007,0.0,-4.300926536793313,,,,,,,,,,21,720,868,35.95249090638765,43.34272514825623,0.0008609847360830772,0.0,-8.609847360828512,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
32,1170.0,20,356,766,17.776509392602787,38.24945560318464,0.0,0.2305352251354837,0.0,-4.269170835842291,,,,,,,,,,22,719,868,35.9025568912399,43.34272514825623,0.0,0.0,0.0,0.0,20,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
33,1206.3,20,355,766,17.726575377455024,38.24945560318464,0.2319267164620951,-0.2319267164620951,4.290966077004538,-4.290966077004538,,,,,,,,,,21,720,868,35.95249090638765,43.34272514825623,0.2306412128875593,0.0,-4.279057753015944,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
34,1241.8,20,356,765,17.776509392602787,38.19952158803688,0.0,-0.0012855035745039916,0.0,8.570023830021073,,,,,,,,,,21,719,868,35.9025568912399,43.34272514825623,-0.23192671646206234,0.0,4.290966077003923,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
35,1278.0,20,356,766,17.776509392602787,38.24945560318464,0.0,-0.2305352251354837,0.0,-4.269170835842291,,,,,,,,,,22,719,868,35.9025568912399,43.34272514825623,0.0,0.0,0.0,0.0,20,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
36,1314.1,20,356,765,17.776509392602787,38.19952158803688,0.2317122676243108,-0.2317122676243108,-4.294944719635044,4.294944719635044,,,,,,,,,,21,720,868,35.95249090638765,43.34272514825623,0.0,0.0,0.0,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
37,1349.9,20,356,766,17.776509392602787,38.24945560318464,0.0,0.23096214221906758,0.0,-4.273120115061383,,,,,,,,,,22,719,868,35.9025568912399,43.34272514825623,0.0,0.0,0.0,0.0,19,342,866,17.077433180534136,43.24285711796071,0.0,0.0,0.0,0.0,,,,,,,,,
