frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
0,148.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1009,931,50.38342128409048,46.48856810256515,,,,,,,,,,,,,
1,148.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,812,794,40.546420299981634,39.647608027321944,,,,,,,,,,,,,
2,238.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,812,794,40.546420299981634,39.647608027321944,,,,,,,,,,,,,
3,259.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,351,991,17.52683931686398,49.484609011430784,-83.92365114724313,-97.71655920781677,3780.3446462722154,-2234.7422647609574,,,,,,,,,
4,272.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,389,852,19.424331892478886,42.543780905892056,-76.68096594026672,13.008489478021554,1496.9572590923333,-165.15503193518356,,,,,,,,,
5,304.0,20,247,757,12.333701741496876,37.8000494668548,,,,,15,316,908,15.77914878669236,45.34008575416665,,,,,21,732,865,36.55169908816078,43.19292310281295,,,,,19,351,860,17.52683931686398,42.94325302707414,-81.6037351091537,11.682964245562124,8326.911745832002,-1192.1392087308277,11,780,907,38.94853181525329,45.290151739018896,,,,
6,304.0,20,246,756,12.283767726349115,37.75011545170704,,,,,15,316,908,15.77914878669236,45.34008575416665,,,,,21,732,864,36.55169908816078,43.142989087665185,,,,,19,351,860,17.52683931686398,42.94325302707414,0.0,-89.74547846828605,0.0,2593.7999557308117,12,781,907,38.99846583040105,45.290151739018896,,,,
7,314.3,21,247,756,12.333701741496876,37.75011545170704,,,,,15,316,908,15.77914878669236,45.34008575416665,,,,,21,731,864,36.501765073013026,43.142989087665185,,,,,19,351,860,17.52683931686398,42.94325302707414,-31.56443841171723,6.645144928782587,661.7282685894598,-139.31121443988656,12,781,907,38.99846583040105,45.290151739018896,,,,
8,323.6,21,247,757,12.333701741496876,37.8000494668548,0.0,0.0,0.0,0.0,15,316,908,15.77914878669236,45.34008575416665,0.0,0.0,0.0,0.0,21,731,864,36.501765073013026,43.142989087665185,-2.1960058400708733,-2.1960058400711855,35.882448367171136,35.882448367176245,19,351,860,17.52683931686398,42.94325302707414,0.0,0.0,0.0,0.0,12,781,907,38.99846583040105,45.290151739018896,2.252315486168957,0.0,-30.136566112301605,0.0
9,373.2,20,247,756,12.333701741496876,37.75011545170704,0.4410616392865795,0.0,-8.10775072217977,0.0,15,316,908,15.77914878669236,45.34008575416665,0.0,0.0,0.0,0.0,21,731,864,36.501765073013026,43.142989087665185,-0.2626374691658763,0.0,13.26451864474122,0.0,19,351,860,17.52683931686398,42.94325302707414,0.0,0.0,0.0,0.0,12,781,907,38.99846583040105,45.290151739018896,0.0,0.1784241701206561,0.0,5.156767922562316
